index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
4315,Maruti Eeco 7 Seater Standard BSIV,2011,180000,110000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7
4316,Toyota Glanza G Smart Hybrid,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87 kmpl,1197 CC,88.50 bhp,113Nm@ 4400rpm,5
4317,Maruti 800 AC,2013,121000,50000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
4318,Hyundai Grand i10 Asta,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
4319,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8
4320,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
4321,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
4322,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
4323,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
4324,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
4325,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
4326,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
4327,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4328,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
4329,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
4330,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4331,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
4332,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4333,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
4334,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
4335,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
4336,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
4337,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
4338,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
4339,Maruti Wagon R LX BSIII,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5
4340,Hyundai i10 Era 1.1,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
4341,Mahindra Scorpio M2DI,2012,370000,120000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
4342,Nissan Terrano XL 110 PS,2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5
4343,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,484999,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
4344,Hyundai Accent CRDi,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5
4345,Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
4346,Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
4347,Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
4348,Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5
4349,Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
4350,Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
4351,Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
4352,Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Diesel,Individual,Manual,Third Owner,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9
4353,Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
4354,Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fifth,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
4355,Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5
4356,Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36 kmpl,2179 CC,187.7 bhp,450Nm@ 2000rpm,5
4357,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5
4358,Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5
4359,Hyundai Santro GS zipPlus,2001,60000,71000,Petrol,Individual,Manual,Second Owner,,,,,
4360,Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
4361,Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
4362,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
4363,Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4364,Toyota Fortuner 2.8 4WD AT BSIV,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7
4365,Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
4366,Hyundai Santro LE,2002,35000,184000,Petrol,Individual,Manual,Second Owner,,,,,
4367,Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4368,Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8
4369,Mahindra Scorpio VLS 2.2 mHawk,2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
4370,Toyota Etios VD,2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5
4371,Hyundai EON Era Plus,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
4372,Opel Astra 1.6,1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1598 CC,77 bhp,121Nm@ 2800rpm,5
4373,Skoda Octavia Classic 1.9 TDI MT,2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5
4374,Tata Indigo LS,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
4375,Mercedes-Benz M-Class ML 250 CDI,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26 kmpl,2143 CC,203.2 bhp,500Nm@ 1600-1800rpm,5
4376,Tata Sumo Gold EX,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3 kmpl,2956 CC,83.83 bhp,250Nm@ 1000-2000rpm,7
4377,Mercedes-Benz GLA Class 200 CDI,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9 kmpl,2143 CC,136 bhp,300Nm@ 1600-3000rpm,5
4378,Ford Ecosport 1.5 DV5 MT Titanium,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5
4379,Maruti Swift VDI Windsong Limited edition,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
4380,Skoda Octavia Elegance 1.8 TSI AT,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7 kmpl,1798 CC,177.5 bhp,250Nm@ 1250-5000rpm,5
4381,Hyundai Grand i10 CRDi Asta Option,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
4382,Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5
4383,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5
4384,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38 kmpl,1995 CC,183 bhp,400Nm@ 175-2750rpm,5
4385,Renault KWID AMT RXL,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
4386,Renault KWID 1.0 RXT Optional,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
4387,Maruti Wagon R VXI Opt 1.2,2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4388,Tata Nano XTA,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9 kmpl,624 CC,37.48 bhp,51Nm@ 4000rpm,4
4389,Hyundai Verna 1.6 SX,2014,700000,117000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
4390,BMW 3 Series 320d Luxury Line,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1995 CC,187.74 bhp,400Nm@ 1750-2500rpm,5
4391,Volkswagen Passat 2.0 TDI AT Highline,2012,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42 kmpl,1968 CC,175 bhp,350Nm@ 1500-3500rpm,5
4392,Maruti Wagon R VXI 1.2,2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4393,Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0 kmpl,2148 CC,170 bhp,400Nm@ 1400-2800rpm,5
4394,Ford Figo Titanium Diesel,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1499 CC,98.96 bhp,215Nm@ 1750-2500rpm,5
4395,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8 kmpl,2999 CC,174.57 bhp,380NM@ 1800-2800rpm,7
4396,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
4397,Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
4398,Tata Hexa XE,2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
4399,Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
4400,Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24 kmpl,999 CC,108.6 bhp,175nm@ 1750-4000rpm,5
4401,Maruti Swift Dzire VXI,2014,550000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
4402,Maruti Alto LXi,2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4403,Ford Figo 1.2P Titanium Opt MT,2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
4404,Maruti Alto LXi,2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4405,Skoda Rapid 1.6 TDI Elegance,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5
4406,Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5
4407,Tata Safari DICOR 2.2 LX 4x2,2012,525000,135000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7
4408,Mahindra Scorpio LX BSIV,2011,550000,70000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9
4409,Maruti Vitara Brezza ZDi,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4410,Maruti Celerio X VXI Option BSIV,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
4411,Hyundai i20 2015-2017 Sportz 1.2,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
4412,Hyundai Santro Xing GLS,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
4413,Mahindra Scorpio VLX 2WD BSIV,2011,430000,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
4414,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
4415,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
4416,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
4417,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
4418,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
4419,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
4420,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
4421,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4422,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
4423,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
4424,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4425,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
4426,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4427,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
4428,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
4429,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
4430,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
4431,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
4432,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
4433,Toyota Etios V,2011,270000,167000,Petrol,Individual,Manual,First Owner,,,,,
4434,Toyota Etios V,2011,270000,167000,Petrol,Individual,Manual,First Owner,,,,,
4435,Maruti Wagon R LXI BS IV,2014,300000,10000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4436,Chevrolet Sail Hatchback Diesel,2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5
4437,Maruti Alto 800 VXI,2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
4438,Tata Indigo eCS VX BSIV,2013,280000,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
4439,Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner,19.0 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
4440,Tata Indica GLS BS IV,2007,125000,50000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1193 CC,65.3 bhp,102Nm@ 2600rpm,5
4441,Maruti Swift VDI BSIV,2006,150000,80000,Diesel,Individual,Manual,First Owner,,,,,
4442,Hyundai Santro Xing XL,2006,95000,60898,Petrol,Individual,Manual,First Owner,,,,,
4443,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4444,Hyundai i20 1.4 Magna AT,2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6 kmpl,1368 CC,98.63 bhp,132.3Nm@ 4000rpm,5
4445,Maruti Alto 800 VXI,2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
4446,Maruti Ertiga SHVS ZDI Plus,2017,850000,40000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
4447,Maruti Swift ZDi,2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4448,Maruti Ertiga VXI,2015,600000,90000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
4449,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
4450,Maruti Wagon R LXI BSIII,2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
4451,Maruti Swift Dzire VDI,2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4452,Mahindra Scorpio EX,2014,650000,50000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8
4453,Mahindra Scorpio 2009-2014 EX 2WD 9S,2014,655000,50000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,9
4454,Tata Sumo GX 7 Str BSII,2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7 kmpl,1948 CC,68 bhp,115@ 2500(kgm@ rpm),7
4455,Renault Duster 110PS Diesel RxL,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
4456,Maruti Swift 1.3 LXI,2007,250000,60000,Petrol,Individual,Manual,Third Owner,,,,,
4457,Maruti Alto LXi,2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4458,Tata Indigo CS eGLS BS IV,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5
4459,Hyundai Grand i10 Sportz,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
4460,Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5
4461,Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5
4462,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
4463,Mahindra Bolero Power Plus SLE,2017,650000,120000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
4464,Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
4465,Maruti Swift Dzire VDI,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
4466,Hyundai i20 Sportz 1.4 CRDi,2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
4467,Ford Figo 1.5P Titanium AT,2016,550000,40000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5
4468,Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5
4469,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
4470,Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
4471,Hyundai i20 1.4 Asta,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
4472,Maruti Wagon R VXI BS IV,2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4473,Maruti Ciaz 1.4 Alpha,2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5
4474,Chevrolet Spark 1.0 LT,2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
4475,Maruti Alto K10 2010-2014 VXI,2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
